game_id,season_yr,game_date,team_schedule,win_flag,wins_to_date,losses_to_date,home_flag,home_team,home_score,away_team,away_score,model1_game_pick,model1_game_pick_correct_flag,model1_game_win_flag,model1_game_loss_flag,model2_game_pick,model2_game_pick_correct_flag,model2_game_win_flag,model2_game_loss_flag,model3_game_pick,model3_game_pick_correct_flag,model3_game_win_flag,model3_game_loss_flag,model4_game_pick,model4_game_pick_correct_flag,model4_game_win_flag,model4_game_loss_flag,model3_this_t_mu,model3_this_t_sigma,model3_this_t_wt_pick,model3_other_t_mu,model3_other_t_sigma,model3_other_t_wt_pick,model4_this_t_mu,model4_this_t_sigma,model4_this_t_wt_pick,model4_other_t_mu,model4_other_t_sigma,model4_other_t_wt_pick
400278202,2013,01/04/2013,ATL,0,20,11,0,DET,85,ATL,84,DET,1,0,1,ATL,0,1,0,ATL,0,1,0,ATL,0,1,0,38.0,16.0,58.9442889812,43.0,16.0,52.1405962576,38.0,16.0,58.925701148,43.0,16.0,50.3468525424
400278209,2013,01/05/2013,ATL,0,20,12,1,ATL,81,BOS,89,ATL,0,1,0,ATL,0,1,0,ATL,0,1,0,ATL,0,1,0,42.0,16.0,59.4655748782,26.0,16.0,17.2565728289,42.0,16.0,34.8200991606,26.0,16.0,31.5788100512
400278235,2013,01/08/2013,ATL,0,20,13,0,MIN,108,ATL,103,MIN,1,0,1,ATL,0,1,0,MIN,1,0,1,MIN,1,0,1,38.0,16.0,48.9809892025,43.0,16.0,51.3391802031,38.0,16.0,34.8482641183,43.0,16.0,58.1117303445
400278238,2013,01/09/2013,ATL,0,20,14,0,CLE,99,ATL,83,CLE,1,0,1,ATL,0,1,0,ATL,0,1,0,CLE,1,0,1,38.0,16.0,27.3386518989,43.0,16.0,3.19787642805,38.0,16.0,25.5294255451,43.0,16.0,42.7554920722
400278253,2013,01/11/2013,ATL,1,21,14,1,ATL,103,UTAH,95,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,38.7526044624,26.0,16.0,21.2668800075,42.0,16.0,44.648840063,26.0,16.0,31.6685468848
400278262,2013,01/12/2013,ATL,0,21,15,0,WSH,93,ATL,83,WSH,1,0,1,ATL,0,1,0,ATL,0,1,0,WSH,1,0,1,38.0,16.0,39.2087011947,44.0,16.0,24.9033497656,38.0,16.0,37.2759005351,44.0,16.0,47.0386330921
400278278,2013,01/14/2013,ATL,0,21,16,0,CHI,97,ATL,58,CHI,1,0,1,CHI,1,0,1,CHI,1,0,1,CHI,1,0,1,38.0,16.0,0.565495906639,59.0,16.0,76.2834024368,38.0,16.0,31.3899325369,59.0,16.0,52.5336995462
400278292,2013,01/16/2013,ATL,1,22,16,1,ATL,109,BKN,95,BKN,0,0,1,BKN,0,0,1,ATL,1,1,0,ATL,1,1,0,42.0,16.0,41.5956930899,51.0,16.0,35.0318539791,42.0,16.0,55.4963315875,51.0,16.0,48.0600872552
400278308,2013,01/18/2013,ATL,0,22,17,0,BKN,94,ATL,89,BKN,1,0,1,BKN,1,0,1,BKN,1,0,1,BKN,1,0,1,38.0,16.0,41.5275258791,55.0,16.0,63.833951724,38.0,16.0,35.7406037082,55.0,16.0,49.3342598068
400278314,2013,01/19/2013,ATL,0,22,18,1,ATL,93,SA,98,SA,1,0,1,SA,1,0,1,ATL,0,1,0,ATL,0,1,0,42.0,16.0,40.1540142077,54.0,16.0,39.937599132,42.0,16.0,46.4394973425,54.0,16.0,45.2480619109
400278328,2013,01/21/2013,ATL,1,23,18,1,ATL,104,MIN,96,MIN,0,0,1,ATL,1,1,0,MIN,0,0,1,MIN,0,0,1,42.0,16.0,40.1601676778,39.0,16.0,42.8647235851,42.0,16.0,59.0944459292,39.0,16.0,63.2244897831
400278338,2013,01/23/2013,ATL,1,24,18,0,CHA,92,ATL,104,ATL,1,1,0,ATL,1,1,0,CHA,0,0,1,ATL,1,1,0,38.0,16.0,31.9514246982,30.0,16.0,53.9466101325,38.0,16.0,55.7993721176,30.0,16.0,23.9769066979
400278353,2013,01/25/2013,ATL,1,25,18,1,ATL,123,BOS,111,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,68.6889784748,26.0,16.0,62.1150580789,42.0,16.0,40.713767561,26.0,16.0,27.5516358787
400278376,2013,01/27/2013,ATL,0,25,19,0,NY,106,ATL,104,NY,1,0,1,NY,1,0,1,NY,1,0,1,NY,1,0,1,38.0,16.0,31.5823940287,52.0,16.0,63.9551560642,38.0,16.0,18.7636791571,52.0,16.0,84.1206293085
400278394,2013,01/30/2013,ATL,1,26,19,1,ATL,93,TOR,92,ATL,1,1,0,ATL,1,1,0,TOR,0,0,1,TOR,0,0,1,42.0,16.0,42.3240232005,35.0,16.0,42.77267588,42.0,16.0,36.3106822316,35.0,16.0,36.7648424355
400278416,2013,02/02/2013,ATL,0,26,20,1,ATL,76,CHI,93,CHI,1,0,1,CHI,1,0,1,ATL,0,1,0,CHI,1,0,1,42.0,16.0,63.0877650462,55.0,16.0,26.7773193911,42.0,16.0,37.1184124646,55.0,16.0,63.2783772921
400278435,2013,02/05/2013,ATL,0,26,21,0,IND,114,ATL,103,IND,1,0,1,IND,1,0,1,IND,1,0,1,IND,1,0,1,38.0,16.0,35.2420845523,56.0,16.0,44.3849092408,38.0,16.0,10.2119361951,56.0,16.0,55.6338615681
400278445,2013,02/06/2013,ATL,1,27,21,1,ATL,103,MEM,92,MEM,0,0,1,MEM,0,0,1,ATL,1,1,0,MEM,0,0,1,42.0,16.0,42.5363378619,47.0,16.0,34.353993734,42.0,16.0,47.9689157062,47.0,16.0,58.3506204554
400278458,2013,02/08/2013,ATL,0,27,22,1,ATL,100,NO,111,ATL,0,1,0,ATL,0,1,0,ATL,0,1,0,NO,1,0,1,42.0,16.0,34.6905511225,38.0,16.0,16.3827671907,42.0,16.0,28.4065260186,38.0,16.0,66.1967603285
400278488,2013,02/11/2013,ATL,1,28,22,0,DAL,101,ATL,105,DAL,0,0,1,ATL,1,1,0,DAL,0,0,1,DAL,0,0,1,38.0,16.0,23.966262616,46.0,16.0,59.5374325211,38.0,16.0,57.58749959,46.0,16.0,62.1920670032
400278495,2013,02/13/2013,ATL,1,29,22,0,ORL,76,ATL,108,ATL,1,1,0,ATL,1,1,0,ORL,0,0,1,ORL,0,0,1,38.0,16.0,20.1840084812,27.0,16.0,30.0951865352,38.0,16.0,21.3724085565,27.0,16.0,49.5552007519
400278522,2013,02/20/2013,ATL,0,29,23,1,ATL,90,MIA,103,MIA,1,0,1,MIA,1,0,1,ATL,0,1,0,ATL,0,1,0,42.0,16.0,41.0545064268,58.0,16.0,28.840391433,42.0,16.0,68.2093161652,58.0,16.0,43.8982384198
400278536,2013,02/22/2013,ATL,1,30,23,1,ATL,122,SAC,108,ATL,1,1,0,ATL,1,1,0,SAC,0,0,1,ATL,1,1,0,42.0,16.0,34.4377441615,30.0,16.0,34.4450541273,42.0,16.0,55.0592261078,30.0,16.0,6.7638797502
400278548,2013,02/23/2013,ATL,1,31,23,0,MIL,102,ATL,103,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,MIL,0,0,1,38.0,16.0,38.5747214458,31.0,16.0,13.334849684,38.0,16.0,14.8436479455,31.0,16.0,26.8566690544
400278560,2013,02/25/2013,ATL,1,32,23,0,DET,103,ATL,114,DET,0,0,1,ATL,1,1,0,DET,0,0,1,ATL,1,1,0,38.0,16.0,21.4598734875,43.0,16.0,61.1571075157,38.0,16.0,53.3034619739,43.0,16.0,2.93537142259
400278579,2013,02/27/2013,ATL,1,33,23,0,UTAH,91,ATL,102,ATL,1,1,0,ATL,1,1,0,UTAH,0,0,1,ATL,1,1,0,38.0,16.0,36.752013179,30.0,16.0,51.9216773482,38.0,16.0,22.5644499279,30.0,16.0,-5.17626760491
400278594,2013,03/01/2013,ATL,0,33,24,0,PHX,92,ATL,87,ATL,0,1,0,ATL,0,1,0,PHX,1,0,1,ATL,0,1,0,38.0,16.0,17.8535074337,24.0,16.0,30.2029441811,38.0,16.0,13.9663100772,24.0,16.0,7.58068320728
400278608,2013,03/03/2013,ATL,0,33,25,0,LAL,99,ATL,98,ATL,0,1,0,ATL,0,1,0,LAL,1,0,1,LAL,1,0,1,38.0,16.0,32.6904431923,36.0,16.0,63.5897208372,38.0,16.0,30.5196213421,36.0,16.0,41.1258748039
400278613,2013,03/04/2013,ATL,0,33,26,0,DEN,104,ATL,88,DEN,1,0,1,DEN,1,0,1,DEN,1,0,1,DEN,1,0,1,38.0,16.0,50.3343230678,49.0,16.0,62.0578708516,38.0,16.0,37.850002952,49.0,16.0,80.1175847072
400278622,2013,03/06/2013,ATL,1,34,26,1,ATL,107,PHI,96,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,PHI,0,0,1,42.0,16.0,60.1676988262,15.0,16.0,36.6492889026,42.0,16.0,9.26672125156,15.0,16.0,22.1685921679
400278637,2013,03/08/2013,ATL,0,34,27,0,BOS,107,ATL,102,ATL,0,1,0,BOS,1,0,1,BOS,1,0,1,BOS,1,0,1,38.0,16.0,32.8296673915,30.0,16.0,39.2219381181,38.0,16.0,22.9577195883,30.0,16.0,49.0719316557
400278647,2013,03/09/2013,ATL,0,34,28,1,ATL,80,BKN,93,BKN,1,0,1,BKN,1,0,1,ATL,0,1,0,ATL,0,1,0,42.0,16.0,54.3006402522,51.0,16.0,36.7783907726,42.0,16.0,33.8692925904,51.0,16.0,33.4954752072
400278672,2013,03/12/2013,ATL,0,34,29,0,MIA,98,ATL,81,MIA,1,0,1,MIA,1,0,1,MIA,1,0,1,MIA,1,0,1,38.0,16.0,61.5805001443,62.0,16.0,71.4731749732,38.0,16.0,42.2557517094,62.0,16.0,75.9781839584
400278680,2013,03/13/2013,ATL,1,35,29,1,ATL,96,LAL,92,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,25.7021998372,32.0,16.0,13.5866750696,42.0,16.0,64.0313862021,32.0,16.0,28.1283439758
400278692,2013,03/15/2013,ATL,1,36,29,1,ATL,107,PHX,94,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,50.8076760162,20.0,16.0,7.31707798829,42.0,16.0,44.3470535814,20.0,16.0,9.92728481557
400278711,2013,03/17/2013,ATL,1,37,29,0,BKN,93,ATL,105,BKN,0,0,1,BKN,0,0,1,BKN,0,0,1,BKN,0,0,1,38.0,16.0,29.9180048146,55.0,16.0,30.3358752594,38.0,16.0,36.5521314118,55.0,16.0,59.4311821252
400278716,2013,03/18/2013,ATL,0,37,30,1,ATL,113,DAL,127,DAL,1,0,1,ATL,0,1,0,DAL,1,0,1,DAL,1,0,1,42.0,16.0,32.2736952033,42.0,16.0,39.7966882116,42.0,16.0,48.5252292307,42.0,16.0,53.065472382
400278731,2013,03/20/2013,ATL,1,38,30,1,ATL,98,MIL,90,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,50.6526425858,27.0,16.0,1.02899302881,42.0,16.0,33.9779256926,27.0,16.0,-6.80570785096
400278745,2013,03/22/2013,ATL,0,38,31,1,ATL,93,POR,104,ATL,0,1,0,ATL,0,1,0,POR,1,0,1,POR,1,0,1,42.0,16.0,28.6858943913,37.0,16.0,44.4448564533,42.0,16.0,27.4159001084,37.0,16.0,31.2881756701
400278760,2013,03/24/2013,ATL,1,39,31,0,MIL,99,ATL,104,ATL,1,1,0,ATL,1,1,0,MIL,0,0,1,ATL,1,1,0,38.0,16.0,24.278384612,31.0,16.0,40.0597425095,38.0,16.0,64.6568051777,31.0,16.0,-0.116197859019
400278770,2013,03/25/2013,ATL,0,39,32,0,IND,100,ATL,94,IND,1,0,1,IND,1,0,1,IND,1,0,1,ATL,0,1,0,38.0,16.0,44.9992285834,56.0,16.0,58.4398291863,38.0,16.0,57.1951348155,56.0,16.0,45.3880923295
400278777,2013,03/27/2013,ATL,1,40,32,0,TOR,88,ATL,107,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,TOR,0,0,1,38.0,16.0,50.0318810682,39.0,16.0,39.8471929403,38.0,16.0,29.9411355883,39.0,16.0,42.7989705807
400278795,2013,03/29/2013,ATL,0,40,33,0,BOS,118,ATL,107,ATL,0,1,0,ATL,0,1,0,BOS,1,0,1,ATL,0,1,0,38.0,16.0,8.82452943615,30.0,16.0,33.652867107,38.0,16.0,41.5364366629,30.0,16.0,19.3775375764
400278806,2013,03/30/2013,ATL,1,41,33,1,ATL,97,ORL,88,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,12.5909284691,23.0,16.0,-5.27813892728,42.0,16.0,55.3973056772,23.0,16.0,19.2246361023
400278821,2013,04/01/2013,ATL,1,42,33,1,ATL,102,CLE,94,CLE,0,0,1,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,50.4539501264,39.0,16.0,38.1606179106,42.0,16.0,37.6560052879,39.0,16.0,28.0448661174
400278833,2013,04/03/2013,ATL,0,42,34,1,ATL,82,NY,95,NY,1,0,1,NY,1,0,1,NY,1,0,1,NY,1,0,1,42.0,16.0,59.4221137024,48.0,16.0,61.9758495737,42.0,16.0,24.9732499971,48.0,16.0,32.0663806415
400278849,2013,04/05/2013,ATL,0,42,35,1,ATL,90,PHI,101,ATL,0,1,0,ATL,0,1,0,ATL,0,1,0,ATL,0,1,0,42.0,16.0,61.7799054126,15.0,16.0,5.10875004435,42.0,16.0,35.0266348424,15.0,16.0,-1.64816184971
400278863,2013,04/06/2013,ATL,0,42,36,0,SA,99,ATL,97,SA,1,0,1,SA,1,0,1,SA,1,0,1,SA,1,0,1,38.0,16.0,35.9169845055,58.0,16.0,96.8006565361,38.0,16.0,32.8498987892,58.0,16.0,50.6415013745
400278884,2013,04/10/2013,ATL,1,43,36,0,PHI,101,ATL,124,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,38.0,16.0,11.1723484854,19.0,16.0,7.55651108612,38.0,16.0,66.2005852225,19.0,16.0,35.1656510436
400278899,2013,04/12/2013,ATL,1,44,36,1,ATL,109,MIL,104,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,ATL,1,1,0,42.0,16.0,42.56511098,27.0,16.0,17.6590412411,42.0,16.0,55.9310987584,27.0,16.0,46.3178871183
400278933,2013,04/16/2013,ATL,0,44,37,1,ATL,96,TOR,113,ATL,0,1,0,ATL,0,1,0,ATL,0,1,0,TOR,1,0,1,42.0,16.0,39.3563105046,35.0,16.0,37.4390039181,42.0,16.0,23.2343295656,35.0,16.0,50.0631376988
400278938,2013,04/17/2013,ATL,0,44,38,0,NY,98,ATL,92,NY,1,0,1,NY,1,0,1,NY,1,0,1,ATL,0,1,0,38.0,16.0,58.3492038997,52.0,16.0,76.8346841593,38.0,16.0,44.0466172955,52.0,16.0,32.5655824528
400277722,2013,10/30/2012,BOS,0,0,1,0,MIA,120,BOS,107,MIA,1,0,1,MIA,1,0,1,MIA,1,0,1,MIA,1,0,1,26.0,16.0,23.7358391061,62.0,16.0,67.0360232872,26.0,16.0,22.2206229996,62.0,16.0,53.8236831558
400277737,2013,11/02/2012,BOS,0,0,2,1,BOS,88,MIL,99,MIL,1,0,1,MIL,1,0,1,BOS,0,1,0,MIL,1,0,1,30.0,16.0,53.7972305485,27.0,16.0,38.2966068224,30.0,16.0,27.2050901464,27.0,16.0,36.0186084962
400277747,2013,11/03/2012,BOS,1,1,2,0,WSH,86,BOS,89,WSH,0,0,1,BOS,1,1,0,WSH,0,0,1,BOS,1,1,0,26.0,16.0,19.8217519707,44.0,16.0,40.8714348248,26.0,16.0,8.0060254033,44.0,16.0,0.111723560965
400277774,2013,11/07/2012,BOS,1,2,2,1,BOS,100,WSH,94,WSH,0,0,1,BOS,1,1,0,WSH,0,0,1,WSH,0,0,1,30.0,16.0,12.4022156741,40.0,16.0,58.1129676059,30.0,16.0,45.4994606466,40.0,16.0,59.0392693684
400277790,2013,11/09/2012,BOS,0,2,3,1,BOS,100,PHI,106,BOS,0,1,0,PHI,1,0,1,BOS,0,1,0,BOS,0,1,0,30.0,16.0,41.7196810782,15.0,16.0,2.57320497809,30.0,16.0,43.1923258876,15.0,16.0,16.541794489
400277806,2013,11/10/2012,BOS,1,3,3,0,MIL,92,BOS,96,MIL,0,0,1,MIL,0,0,1,BOS,1,1,0,MIL,0,0,1,26.0,16.0,4.25746499827,31.0,16.0,-0.2869685347,26.0,16.0,34.2057742765,31.0,16.0,37.638876838
400277818,2013,11/12/2012,BOS,1,4,3,0,CHI,95,BOS,101,CHI,0,0,1,CHI,0,0,1,BOS,1,1,0,CHI,0,0,1,26.0,16.0,36.695614401,59.0,16.0,35.6268729329,26.0,16.0,9.35193014728,59.0,16.0,73.1409873777
400277830,2013,11/14/2012,BOS,1,5,3,1,BOS,98,UTAH,93,BOS,1,1,0,BOS,1,1,0,UTAH,0,0,1,BOS,1,1,0,30.0,16.0,17.899300879,26.0,16.0,17.9408607455,30.0,16.0,20.6354255617,26.0,16.0,17.4285040606
400277839,2013,11/15/2012,BOS,0,5,4,0,BKN,102,BOS,97,BKN,1,0,1,BKN,1,0,1,BKN,1,0,1,BKN,1,0,1,26.0,16.0,30.7417737466,55.0,16.0,75.4892494802,26.0,16.0,33.1102236244,55.0,16.0,38.7755348399
400277851,2013,11/17/2012,BOS,1,6,4,1,BOS,107,TOR,89,TOR,0,0,1,BOS,1,1,0,TOR,0,0,1,BOS,1,1,0,30.0,16.0,46.2005860179,35.0,16.0,49.1522906048,30.0,16.0,47.647673273,35.0,16.0,35.9836181818
400277864,2013,11/18/2012,BOS,0,6,5,0,DET,103,BOS,83,DET,1,0,1,BOS,0,1,0,DET,1,0,1,DET,1,0,1,26.0,16.0,29.9445214044,43.0,16.0,45.4953055614,26.0,16.0,10.5539463488,43.0,16.0,65.218630415
400277881,2013,11/21/2012,BOS,0,6,6,1,BOS,100,SA,112,SA,1,0,1,SA,1,0,1,SA,1,0,1,SA,1,0,1,30.0,16.0,42.7330366014,54.0,16.0,83.1717956762,30.0,16.0,12.1725970807,54.0,16.0,37.4134559403
400277893,2013,11/23/2012,BOS,1,7,6,1,BOS,108,OKC,100,OKC,0,0,1,OKC,0,0,1,BOS,1,1,0,OKC,0,0,1,30.0,16.0,52.4637600649,49.0,16.0,37.2234787794,30.0,16.0,18.8472706932,49.0,16.0,63.3258363583
400277915,2013,11/25/2012,BOS,1,8,6,0,ORL,110,BOS,116,BOS,1,1,0,BOS,1,1,0,ORL,0,0,1,BOS,1,1,0,26.0,16.0,17.3003045159,27.0,16.0,30.612440558,26.0,16.0,42.5321770436,27.0,16.0,23.8308956756
