game_id,season_yr,game_date,team_schedule,win_flag,wins_to_date,losses_to_date,home_flag,home_team,home_score,away_team,away_score
400827888,2016,10/27/2015,ATL,0,0,1,1,ATL,94,DET,106
400827906,2016,10/29/2015,ATL,1,1,1,0,NY,101,ATL,112
400827913,2016,10/30/2015,ATL,1,2,1,1,ATL,97,CHA,94
400827926,2016,11/01/2015,ATL,1,3,1,0,CHA,92,ATL,94
400827942,2016,11/03/2015,ATL,1,4,1,0,MIA,92,ATL,98
400827949,2016,11/04/2015,ATL,1,5,1,1,ATL,101,BKN,87
400827968,2016,11/06/2015,ATL,1,6,1,0,NO,115,ATL,121
400827973,2016,11/07/2015,ATL,1,7,1,1,ATL,114,WSH,99
400827988,2016,11/09/2015,ATL,0,7,2,1,ATL,107,MIN,117
400828004,2016,11/11/2015,ATL,1,8,2,1,ATL,106,NO,98
400828016,2016,11/13/2015,ATL,0,8,3,0,BOS,106,ATL,93
400828035,2016,11/15/2015,ATL,0,8,4,1,ATL,96,UTAH,97
400828046,2016,11/17/2015,ATL,0,8,5,0,BKN,90,ATL,88
400828056,2016,11/18/2015,ATL,1,9,5,1,ATL,103,SAC,97
400828078,2016,11/21/2015,ATL,0,9,6,0,CLE,109,ATL,97
400828097,2016,11/24/2015,ATL,1,10,6,1,ATL,121,BOS,97
400828109,2016,11/25/2015,ATL,0,10,7,0,MIN,99,ATL,95
400828120,2016,11/27/2015,ATL,1,11,7,0,MEM,101,ATL,116
400828129,2016,11/28/2015,ATL,0,11,8,0,SA,108,ATL,88
400828143,2016,11/30/2015,ATL,1,12,8,1,ATL,106,OKC,100
400828159,2016,12/02/2015,ATL,0,12,9,1,ATL,86,TOR,96
400828173,2016,12/04/2015,ATL,1,13,9,1,ATL,100,LAL,87
400828215,2016,12/09/2015,ATL,1,14,9,0,DAL,95,ATL,98
400828218,2016,12/10/2015,ATL,0,14,10,0,OKC,107,ATL,94
400828234,2016,12/12/2015,ATL,0,14,11,1,ATL,78,SA,103
400828247,2016,12/14/2015,ATL,0,14,12,1,ATL,88,MIA,100
400828263,2016,12/16/2015,ATL,1,15,12,1,ATL,127,PHI,106
400828276,2016,12/18/2015,ATL,1,16,12,0,BOS,101,ATL,109
400828294,2016,12/20/2015,ATL,1,17,12,0,ORL,100,ATL,103
400828300,2016,12/21/2015,ATL,1,18,12,1,ATL,106,POR,97
400828316,2016,12/23/2015,ATL,1,19,12,1,ATL,107,DET,100
400828329,2016,12/26/2015,ATL,1,20,12,1,ATL,117,NY,98
400828346,2016,12/28/2015,ATL,0,20,13,0,IND,93,ATL,87
400828357,2016,12/29/2015,ATL,1,21,13,0,HOU,115,ATL,121
400828393,2016,01/03/2016,ATL,0,21,14,0,NY,111,ATL,97
400828408,2016,01/05/2016,ATL,0,21,15,1,ATL,101,NY,107
400828423,2016,01/07/2016,ATL,1,22,15,0,PHI,98,ATL,126
400828438,2016,01/09/2016,ATL,1,23,15,1,ATL,120,CHI,105
400828464,2016,01/13/2016,ATL,0,23,16,0,CHA,107,ATL,84
400828486,2016,01/15/2016,ATL,0,23,17,0,MIL,108,ATL,101
400828489,2016,01/16/2016,ATL,1,24,17,1,ATL,114,BKN,86
400828507,2016,01/18/2016,ATL,1,25,17,1,ATL,98,ORL,81
400828526,2016,01/20/2016,ATL,1,26,17,0,POR,98,ATL,104
400828530,2016,01/21/2016,ATL,0,26,18,0,SAC,91,ATL,88
400828547,2016,01/23/2016,ATL,0,26,19,0,PHX,98,ATL,95
400828559,2016,01/25/2016,ATL,1,27,19,0,DEN,105,ATL,119
400828574,2016,01/27/2016,ATL,0,27,20,1,ATL,83,LAC,85
400828579,2016,01/28/2016,ATL,0,27,21,0,IND,111,ATL,92
400828602,2016,01/31/2016,ATL,0,27,22,0,MIA,105,ATL,87
400828610,2016,02/01/2016,ATL,1,28,22,1,ATL,112,DAL,97
400828623,2016,02/03/2016,ATL,1,29,22,0,PHI,86,ATL,124
400828637,2016,02/05/2016,ATL,1,30,22,1,ATL,102,IND,96
400828658,2016,02/07/2016,ATL,0,30,23,0,ORL,96,ATL,94
400828667,2016,02/08/2016,ATL,0,30,24,1,ATL,110,ORL,117
400828683,2016,02/10/2016,ATL,1,31,24,0,CHI,90,ATL,113
400828695,2016,02/19/2016,ATL,0,31,25,1,ATL,111,MIA,115
400828706,2016,02/20/2016,ATL,0,31,26,1,ATL,109,MIL,117
400828723,2016,02/22/2016,ATL,0,31,27,1,ATL,92,GS,102
400828752,2016,02/26/2016,ATL,1,32,27,1,ATL,103,CHI,88
400828765,2016,02/28/2016,ATL,1,33,27,1,ATL,87,CHA,76
400828782,2016,03/01/2016,ATL,0,33,28,0,GS,109,ATL,105
400828808,2016,03/04/2016,ATL,1,34,28,0,LAL,77,ATL,106
400828816,2016,03/05/2016,ATL,1,35,28,0,LAC,97,ATL,107
400828834,2016,03/08/2016,ATL,1,36,28,0,UTAH,84,ATL,91
400828846,2016,03/10/2016,ATL,0,36,29,0,TOR,104,ATL,96
400828861,2016,03/12/2016,ATL,1,37,29,1,ATL,95,MEM,83
400828871,2016,03/13/2016,ATL,1,38,29,1,ATL,104,IND,75
400828894,2016,03/16/2016,ATL,1,39,29,0,DET,114,ATL,118
400828902,2016,03/17/2016,ATL,1,40,29,1,ATL,116,DEN,98
400828916,2016,03/19/2016,ATL,1,41,29,1,ATL,109,HOU,97
N/A,2016,03/21/2016,ATL,N/A,N/A,N/A,1,ATL,N/A,WSH,N/A
N/A,2016,03/23/2016,ATL,N/A,N/A,N/A,0,WSH,N/A,ATL,N/A
N/A,2016,03/25/2016,ATL,N/A,N/A,N/A,1,ATL,N/A,MIL,N/A
N/A,2016,03/26/2016,ATL,N/A,N/A,N/A,0,DET,N/A,ATL,N/A
N/A,2016,03/28/2016,ATL,N/A,N/A,N/A,0,CHI,N/A,ATL,N/A
N/A,2016,03/30/2016,ATL,N/A,N/A,N/A,0,TOR,N/A,ATL,N/A
N/A,2016,04/01/2016,ATL,N/A,N/A,N/A,1,ATL,N/A,CLE,N/A
N/A,2016,04/05/2016,ATL,N/A,N/A,N/A,1,ATL,N/A,PHX,N/A
N/A,2016,04/07/2016,ATL,N/A,N/A,N/A,1,ATL,N/A,TOR,N/A
N/A,2016,04/09/2016,ATL,N/A,N/A,N/A,1,ATL,N/A,BOS,N/A
N/A,2016,04/11/2016,ATL,N/A,N/A,N/A,0,CLE,N/A,ATL,N/A
N/A,2016,04/13/2016,ATL,N/A,N/A,N/A,0,WSH,N/A,ATL,N/A
400827892,2016,10/28/2015,BOS,1,1,0,1,BOS,112,PHI,95
400827911,2016,10/30/2015,BOS,0,1,1,1,BOS,103,TOR,113
400827927,2016,11/01/2015,BOS,0,1,2,1,BOS,87,SA,95
400827947,2016,11/04/2015,BOS,0,1,3,0,IND,100,BOS,98
400827963,2016,11/06/2015,BOS,1,2,3,1,BOS,118,WSH,98
400827997,2016,11/10/2015,BOS,1,3,3,0,MIL,83,BOS,99
400828003,2016,11/11/2015,BOS,0,3,4,1,BOS,91,IND,102
400828016,2016,11/13/2015,BOS,1,4,4,1,BOS,106,ATL,93
400828036,2016,11/15/2015,BOS,1,5,4,0,OKC,85,BOS,100
400828041,2016,11/16/2015,BOS,1,6,4,0,HOU,95,BOS,111
400828055,2016,11/18/2015,BOS,0,6,5,1,BOS,102,DAL,106
400828066,2016,11/20/2015,BOS,1,7,5,1,BOS,120,BKN,95
400828084,2016,11/22/2015,BOS,0,7,6,0,BKN,111,BOS,101
400828097,2016,11/24/2015,BOS,0,7,7,0,ATL,121,BOS,97
400828104,2016,11/25/2015,BOS,1,8,7,1,BOS,84,PHI,80
400828116,2016,11/27/2015,BOS,1,9,7,1,BOS,111,WSH,78
400828136,2016,11/29/2015,BOS,0,9,8,0,ORL,110,BOS,91
400828142,2016,11/30/2015,BOS,1,10,8,0,MIA,95,BOS,105
400828169,2016,12/03/2015,BOS,1,11,8,0,SAC,97,BOS,114
400828183,2016,12/05/2015,BOS,0,11,9,0,SA,108,BOS,105
400828199,2016,12/07/2015,BOS,1,12,9,0,NO,93,BOS,111
400828206,2016,12/09/2015,BOS,1,13,9,1,BOS,105,CHI,100
400828223,2016,12/11/2015,BOS,0,13,10,1,BOS,119,GS,124
400828232,2016,12/12/2015,BOS,1,14,10,0,CHA,93,BOS,98
400828254,2016,12/15/2015,BOS,0,14,11,1,BOS,77,CLE,89
400828261,2016,12/16/2015,BOS,0,14,12,0,DET,119,BOS,116
400828276,2016,12/18/2015,BOS,0,14,13,1,BOS,101,ATL,109
400828298,2016,12/21/2015,BOS,1,15,13,1,BOS,113,MIN,99
400828310,2016,12/23/2015,BOS,1,16,13,0,CHA,89,BOS,102
400828333,2016,12/26/2015,BOS,1,17,13,0,DET,93,BOS,99
400828341,2016,12/27/2015,BOS,1,18,13,1,BOS,100,NY,91
400828363,2016,12/30/2015,BOS,0,18,14,1,BOS,104,LAL,112
400828382,2016,01/02/2016,BOS,0,18,15,1,BOS,97,BKN,100
400828400,2016,01/04/2016,BOS,1,19,15,0,BKN,94,BOS,103
400828415,2016,01/06/2016,BOS,0,19,16,1,BOS,94,DET,99
400828424,2016,01/07/2016,BOS,0,19,17,0,CHI,101,BOS,92
400828447,2016,01/10/2016,BOS,0,19,18,0,MEM,101,BOS,98
400828458,2016,01/12/2016,BOS,0,19,19,0,NY,120,BOS,114
400828467,2016,01/13/2016,BOS,1,20,19,1,BOS,103,IND,94
400828482,2016,01/15/2016,BOS,1,21,19,1,BOS,117,PHX,103
400828491,2016,01/16/2016,BOS,1,22,19,0,WSH,117,BOS,119
400828510,2016,01/18/2016,BOS,0,22,20,0,DAL,118,BOS,113
400828520,2016,01/20/2016,BOS,0,22,21,0,TOR,115,BOS,109
400828533,2016,01/22/2016,BOS,1,23,21,1,BOS,110,CHI,101
N/A,2016,01/23/2016,BOS,N/A,N/A,N/A,0,PHI,N/A,BOS,N/A
400861758,2016,01/24/2016,BOS,1,24,21,0,PHI,92,BOS,112
400828555,2016,01/25/2016,BOS,1,25,21,0,WSH,91,BOS,116
400828572,2016,01/27/2016,BOS,1,26,21,1,BOS,111,DEN,103
400828585,2016,01/29/2016,BOS,1,27,21,1,BOS,113,ORL,94
400828603,2016,01/31/2016,BOS,0,27,22,0,ORL,119,BOS,114
400828617,2016,02/02/2016,BOS,1,28,22,0,NY,89,BOS,97
400828624,2016,02/03/2016,BOS,1,29,22,1,BOS,102,DET,95
400828642,2016,02/05/2016,BOS,1,30,22,0,CLE,103,BOS,104
400828660,2016,02/07/2016,BOS,1,31,22,1,BOS,128,SAC,119
400828673,2016,02/09/2016,BOS,0,31,23,0,MIL,112,BOS,111
400828679,2016,02/10/2016,BOS,1,32,23,1,BOS,139,LAC,134
400828704,2016,02/19/2016,BOS,0,32,24,0,UTAH,111,BOS,93
400828712,2016,02/21/2016,BOS,1,33,24,0,DEN,101,BOS,121
400828725,2016,02/22/2016,BOS,0,33,25,0,MIN,124,BOS,122
400828743,2016,02/25/2016,BOS,1,34,25,1,BOS,112,MIL,107
400828756,2016,02/27/2016,BOS,1,35,25,1,BOS,101,MIA,89
400828773,2016,02/29/2016,BOS,1,36,25,1,BOS,100,UTAH,95
400828786,2016,03/02/2016,BOS,1,37,25,1,BOS,116,POR,93
400828802,2016,03/04/2016,BOS,1,38,25,1,BOS,105,NY,104
400828809,2016,03/05/2016,BOS,0,38,26,0,CLE,120,BOS,103
400828840,2016,03/09/2016,BOS,1,39,26,1,BOS,116,MEM,96
400828852,2016,03/11/2016,BOS,0,39,27,1,BOS,98,HOU,102
400828884,2016,03/15/2016,BOS,0,39,28,0,IND,103,BOS,98
400828890,2016,03/16/2016,BOS,0,39,29,1,BOS,109,OKC,130
400828910,2016,03/18/2016,BOS,0,39,30,0,TOR,105,BOS,91
400828926,2016,03/20/2016,BOS,1,40,30,0,PHI,105,BOS,120
N/A,2016,03/21/2016,BOS,N/A,N/A,N/A,1,BOS,N/A,ORL,N/A
