game_id,season_yr,game_date,team_schedule,win_flag,wins_to_date,losses_to_date,home_flag,home_team,home_score,away_team,away_score
311227017,2012,12/27/2011,ATL,1,1,0,0,BKN,70,ATL,106
311228001,2012,12/28/2011,ATL,1,2,0,1,ATL,101,WSH,83
311230001,2012,12/30/2011,ATL,1,3,0,1,ATL,105,BKN,98
311231010,2012,12/31/2011,ATL,0,3,1,0,HOU,95,ATL,84
320102014,2012,01/02/2012,ATL,1,4,1,0,MIA,92,ATL,100
320103004,2012,01/03/2012,ATL,0,4,2,0,CHI,76,ATL,74
320105001,2012,01/05/2012,ATL,0,4,3,1,ATL,109,MIA,116
320106030,2012,01/06/2012,ATL,1,5,3,0,CHA,96,ATL,102
320107001,2012,01/07/2012,ATL,1,6,3,1,ATL,109,CHI,94
320109017,2012,01/09/2012,ATL,1,7,3,0,BKN,101,ATL,106
320111011,2012,01/11/2012,ATL,0,7,4,0,IND,96,ATL,84
320112001,2012,01/12/2012,ATL,1,8,4,1,ATL,111,CHA,81
320114001,2012,01/14/2012,ATL,1,9,4,1,ATL,93,MIN,91
320116001,2012,01/16/2012,ATL,1,10,4,1,ATL,93,TOR,84
320118001,2012,01/18/2012,ATL,1,11,4,1,ATL,92,POR,89
320120020,2012,01/20/2012,ATL,0,11,5,0,PHI,90,ATL,76
320121001,2012,01/21/2012,ATL,1,12,5,1,ATL,121,CLE,94
320123015,2012,01/23/2012,ATL,1,13,5,0,MIL,92,ATL,97
320125024,2012,01/25/2012,ATL,0,13,6,0,SA,105,ATL,83
320127008,2012,01/27/2012,ATL,1,14,6,0,DET,101,ATL,107
320129003,2012,01/29/2012,ATL,1,15,6,0,NO,72,ATL,94
320131028,2012,01/31/2012,ATL,1,16,6,0,TOR,77,ATL,100
320202001,2012,02/02/2012,ATL,0,16,7,1,ATL,77,MEM,96
320204001,2012,02/04/2012,ATL,0,16,8,1,ATL,87,PHI,98
320206001,2012,02/06/2012,ATL,0,16,9,1,ATL,90,PHX,99
320208001,2012,02/08/2012,ATL,1,17,9,1,ATL,97,IND,87
320210019,2012,02/10/2012,ATL,1,18,9,0,ORL,87,ATL,89
320212001,2012,02/12/2012,ATL,0,18,10,1,ATL,87,MIA,107
320214013,2012,02/14/2012,ATL,0,18,11,0,LAL,86,ATL,78
320215021,2012,02/15/2012,ATL,1,19,11,0,PHX,99,ATL,101
320218022,2012,02/18/2012,ATL,0,19,12,0,POR,97,ATL,77
320220004,2012,02/20/2012,ATL,0,19,13,0,CHI,90,ATL,79
320222018,2012,02/22/2012,ATL,0,19,14,0,NY,99,ATL,82
320223001,2012,02/23/2012,ATL,1,20,14,1,ATL,83,ORL,78
320229001,2012,02/29/2012,ATL,0,20,15,1,ATL,82,GS,85
320302001,2012,03/02/2012,ATL,1,21,15,1,ATL,99,MIL,94
320303001,2012,03/03/2012,ATL,1,22,15,1,ATL,97,OKC,90
320306011,2012,03/06/2012,ATL,1,23,15,0,IND,96,ATL,101
320307014,2012,03/07/2012,ATL,0,23,16,0,MIA,89,ATL,86
320309008,2012,03/09/2012,ATL,0,23,17,0,DET,86,ATL,85
320311023,2012,03/11/2012,ATL,1,24,17,0,SAC,99,ATL,106
320313007,2012,03/13/2012,ATL,0,24,18,0,DEN,118,ATL,117
320314012,2012,03/14/2012,ATL,0,24,19,0,LAC,96,ATL,82
320316001,2012,03/16/2012,ATL,1,25,19,1,ATL,102,WSH,88
320318005,2012,03/18/2012,ATL,1,26,19,0,CLE,87,ATL,103
320319001,2012,03/19/2012,ATL,0,26,20,1,ATL,76,BOS,79
320321001,2012,03/21/2012,ATL,1,27,20,1,ATL,103,CLE,102
320323001,2012,03/23/2012,ATL,1,28,20,1,ATL,93,BKN,84
320324027,2012,03/24/2012,ATL,1,29,20,0,WSH,92,ATL,95
320325001,2012,03/25/2012,ATL,1,30,20,1,ATL,139,UTAH,133
320327015,2012,03/27/2012,ATL,0,30,21,0,MIL,108,ATL,101
320328001,2012,03/28/2012,ATL,0,30,22,1,ATL,77,CHI,98
320330001,2012,03/30/2012,ATL,1,31,22,1,ATL,100,NY,90
320331020,2012,03/31/2012,ATL,0,31,23,0,PHI,95,ATL,90
320404001,2012,04/04/2012,ATL,1,32,23,1,ATL,120,CHA,93
320406001,2012,04/06/2012,ATL,1,33,23,1,ATL,101,DET,96
320407030,2012,04/07/2012,ATL,1,34,23,0,CHA,96,ATL,116
320411002,2012,04/11/2012,ATL,0,34,24,0,BOS,88,ATL,86
320413019,2012,04/13/2012,ATL,1,35,24,0,ORL,81,ATL,109
320415001,2012,04/15/2012,ATL,0,35,25,1,ATL,86,TOR,102
320416028,2012,04/16/2012,ATL,1,36,25,0,TOR,87,ATL,109
320418001,2012,04/18/2012,ATL,1,37,25,1,ATL,116,DET,84
320420001,2012,04/20/2012,ATL,1,38,25,1,ATL,97,BOS,92
320422001,2012,04/22/2012,ATL,0,38,26,1,ATL,112,NY,113
320424001,2012,04/24/2012,ATL,1,39,26,1,ATL,109,LAC,102
320426001,2012,04/26/2012,ATL,1,40,26,1,ATL,106,DAL,89
311225018,2012,12/25/2011,BOS,0,0,1,0,NY,106,BOS,104
311227014,2012,12/27/2011,BOS,0,0,2,0,MIA,115,BOS,107
311228003,2012,12/28/2011,BOS,0,0,3,0,NO,97,BOS,78
311230002,2012,12/30/2011,BOS,1,1,3,1,BOS,96,DET,85
320101027,2012,01/01/2012,BOS,1,2,3,0,WSH,86,BOS,94
320102002,2012,01/02/2012,BOS,1,3,3,1,BOS,100,WSH,92
320104002,2012,01/04/2012,BOS,1,4,3,1,BOS,89,BKN,70
320106002,2012,01/06/2012,BOS,0,4,4,1,BOS,74,IND,87
