timestamp,game_date,rotation_num,sportsbook_name,away_team,home_team,away_spread,home_spread,home_spread_payout,away_spread_payout,point_total,over_point_total_payout,under_point_total_payout,away_moneyline_payout,home_moneyline_payout,home_score,away_score,correct_spread_pick,correct_spread_diff,correct_spread_payout,correct_point_total_pick,correct_point_total_diff,correct_point_total_payout,correct_moneyline_pick,correct_moneyline_diff,correct_moneyline_payout,incorrect_spread_pick,incorrect_spread_diff,incorrect_spread_payout,incorrect_point_total_pick,incorrect_point_total_diff,incorrect_point_total_payout,incorrect_moneyline_pick,incorrect_moneyline_diff,incorrect_moneyline_payout
03/14/2016-16:33:35,2016-14-03,506,PinnacleSports.com,DEN,MIA,7.5,-7,-113,102,203.5,-105,-105,275,-313,124,119,DEN,2,88.49557522,o,39.5,95.23809524,MIA,5,31.94888179,MIA,-2,-100,u,-39.5,-100,DEN,-5,-100
03/14/2016-16:33:35,2016-14-03,506,5Dimes.eu,DEN,MIA,7.5,-7,-103,-107,204.5,-105,-105,270,-300,124,119,DEN,2,97.08737864,o,38.5,95.23809524,MIA,5,33.33333333,MIA,-2,-100,u,-38.5,-100,DEN,-5,-100
03/14/2016-16:33:35,2016-14-03,506,BOVADA.lv,DEN,MIA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,124,119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/14/2016-16:33:35,2016-14-03,506,BETONLINE.ag,DEN,MIA,7,-7,-113,-107,204,-110,-110,260,-310,124,119,DEN,2,88.49557522,o,39,90.90909091,MIA,5,32.25806452,MIA,-2,-100,u,-39,-100,DEN,-5,-100
03/14/2016-16:33:35,2016-14-03,506,SportsBetting.ag,DEN,MIA,7,-7,-113,-107,204,-110,-110,260,-310,124,119,DEN,2,88.49557522,o,39,90.90909091,MIA,5,32.25806452,MIA,-2,-100,u,-39,-100,DEN,-5,-100
03/14/2016-16:33:35,2016-14-03,504,Westgate,DAL,CHA,6.5,-6,-105,-115,210.5,-110,-110,210,-260,107,96,CHA,5,95.23809524,u,7.5,90.90909091,CHA,11,38.46153846,DAL,-5,-100,o,-7.5,-100,DAL,-11,-100
03/14/2016-16:33:35,2016-14-03,504,PinnacleSports.com,DAL,CHA,6,-6,-103,-107,210.5,-101,-109,205,-230,107,96,CHA,5,97.08737864,u,7.5,99.00990099,CHA,11,43.47826087,DAL,-5,-100,o,-7.5,-100,DAL,-11,-100
03/14/2016-16:33:35,2016-14-03,504,5Dimes.eu,DAL,CHA,6.5,-6,-103,-107,210,-108,-102,235,-255,107,96,CHA,5,97.08737864,u,7,92.59259259,CHA,11,39.21568627,DAL,-5,-100,o,-7,-100,DAL,-11,-100
03/14/2016-16:33:35,2016-14-03,504,BOVADA.lv,DAL,CHA,7,-7,-105,-115,211,N/A,N/A,N/A,N/A,107,96,CHA,4,95.23809524,N/A,N/A,N/A,N/A,N/A,N/A,DAL,-4,-100,N/A,N/A,N/A,N/A,N/A,N/A
03/14/2016-16:33:35,2016-14-03,504,BETONLINE.ag,DAL,CHA,6.5,-6,-107,-113,210,-110,-110,210,-250,107,96,CHA,5,93.45794393,u,7,90.90909091,CHA,11,40,DAL,-5,-100,o,-7,-100,DAL,-11,-100
03/14/2016-16:33:35,2016-14-03,504,SportsBetting.ag,DAL,CHA,6.5,-6,-107,-113,210,-110,-110,210,-250,107,96,CHA,5,93.45794393,u,7,90.90909091,CHA,11,40,DAL,-5,-100,o,-7,-100,DAL,-11,-100
03/14/2016-16:33:35,2016-14-03,516,Westgate,MIN,PHX,1,-1,-110,-110,221.5,-110,-110,-105,-115,107,104,PHX,2,90.90909091,u,10.5,90.90909091,PHX,3,86.95652174,MIN,-2,-100,o,-10.5,-100,MIN,-3,-100
03/14/2016-16:33:35,2016-14-03,516,PinnacleSports.com,MIN,PHX,1,-1,-102,-108,221,-105,-105,-105,-105,107,104,PHX,2,98.03921569,u,10,95.23809524,PHX,3,95.23809524,MIN,-2,-100,o,-10,-100,MIN,-3,-100
03/14/2016-16:33:35,2016-14-03,516,5Dimes.eu,MIN,PHX,1,-1,100,-110,221.5,-105,-105,-105,-105,107,104,PHX,2,100,u,10.5,95.23809524,PHX,3,95.23809524,MIN,-2,-100,o,-10.5,-100,MIN,-3,-100
03/14/2016-16:33:35,2016-14-03,516,BOVADA.lv,MIN,PHX,N/A,N/A,N/A,N/A,221,N/A,N/A,N/A,N/A,107,104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/14/2016-16:33:35,2016-14-03,516,BETONLINE.ag,MIN,PHX,1,-1,-105,-115,221,-110,-110,-107,-113,107,104,PHX,2,95.23809524,u,10,90.90909091,PHX,3,88.49557522,MIN,-2,-100,o,-10,-100,MIN,-3,-100
03/14/2016-16:33:35,2016-14-03,516,SportsBetting.ag,MIN,PHX,1,-1,-105,-115,221,-110,-110,-107,-113,107,104,PHX,2,95.23809524,u,10,90.90909091,PHX,3,88.49557522,MIN,-2,-100,o,-10,-100,MIN,-3,-100
03/14/2016-16:33:35,2016-14-03,518,Westgate,NO,GS,15,-15,-115,-105,229.5,-110,-110,1050,-2650,125,107,GS,3,86.95652174,o,2.5,90.90909091,GS,18,3.773584906,NO,-3,-100,u,-2.5,-100,NO,-18,-100
03/14/2016-16:33:35,2016-14-03,518,PinnacleSports.com,NO,GS,15,-15,-113,102,229.5,-108,-102,1519,-2575,125,107,GS,3,88.49557522,o,2.5,92.59259259,GS,18,3.883495146,NO,-3,-100,u,-2.5,-100,NO,-18,-100
03/14/2016-16:33:35,2016-14-03,518,5Dimes.eu,NO,GS,15.5,-15,-108,-102,229.5,-103,-107,1800,-2400,125,107,GS,3,92.59259259,o,2.5,97.08737864,GS,18,4.166666667,NO,-3,-100,u,-2.5,-100,NO,-18,-100
03/14/2016-16:33:35,2016-14-03,518,BOVADA.lv,NO,GS,15.5,-15,-110,-110,230,N/A,N/A,N/A,N/A,125,107,GS,3,90.90909091,N/A,N/A,N/A,N/A,N/A,N/A,NO,-3,-100,N/A,N/A,N/A,N/A,N/A,N/A
03/14/2016-16:33:35,2016-14-03,518,BETONLINE.ag,NO,GS,15,-15,-115,-105,230,-110,-110,1500,-3000,125,107,GS,3,86.95652174,o,2,90.90909091,GS,18,3.333333333,NO,-3,-100,u,-2,-100,NO,-18,-100
03/14/2016-16:33:35,2016-14-03,518,SportsBetting.ag,NO,GS,15,-15,-115,-105,230,-110,-110,1500,-3000,125,107,GS,3,86.95652174,o,2,90.90909091,GS,18,3.333333333,NO,-3,-100,u,-2,-100,NO,-18,-100
03/15/2016-17:08:42,2016-15-03,534,Westgate,DEN,ORL,3,-3,-115,-105,215.5,-110,-110,135,-155,116,110,ORL,3,86.95652174,o,10.5,90.90909091,ORL,6,64.51612903,DEN,-3,-100,u,-10.5,-100,DEN,-6,-100
03/15/2016-17:08:42,2016-15-03,534,PinnacleSports.com,DEN,ORL,3,-3,-108,-102,215.5,-105,-105,135,-149,116,110,ORL,3,92.59259259,o,10.5,95.23809524,ORL,6,67.11409396,DEN,-3,-100,u,-10.5,-100,DEN,-6,-100
03/15/2016-17:08:42,2016-15-03,534,5Dimes.eu,DEN,ORL,3,-3,-104,-106,215,-107,-103,130,-140,116,110,ORL,3,96.15384615,o,11,93.45794393,ORL,6,71.42857143,DEN,-3,-100,u,-11,-100,DEN,-6,-100
03/15/2016-17:08:42,2016-15-03,534,BOVADA.lv,DEN,ORL,3,-3,-110,-110,215,N/A,N/A,130,-150,116,110,ORL,3,90.90909091,N/A,N/A,N/A,ORL,6,66.66666667,DEN,-3,-100,N/A,N/A,N/A,DEN,-6,-100
03/15/2016-17:08:42,2016-15-03,534,BETONLINE.ag,DEN,ORL,3,-3,-110,-110,215,-110,-110,130,-150,116,110,ORL,3,90.90909091,o,11,90.90909091,ORL,6,66.66666667,DEN,-3,-100,u,-11,-100,DEN,-6,-100
03/15/2016-17:08:42,2016-15-03,534,SportsBetting.ag,DEN,ORL,3,-3,-110,-110,215,-110,-110,130,-150,116,110,ORL,3,90.90909091,o,11,90.90909091,ORL,6,66.66666667,DEN,-3,-100,u,-11,-100,DEN,-6,-100
03/15/2016-17:08:42,2016-15-03,542,Westgate,SAC,LAL,-5,5,-110,-110,219.5,-110,-110,-205,175,106,98,LAL,13,90.90909091,u,15.5,90.90909091,LAL,8,175,SAC,-13,-100,o,-15.5,-100,SAC,-8,-100
03/15/2016-17:08:42,2016-15-03,542,PinnacleSports.com,SAC,LAL,-5,5,-107,-103,219,-105,-105,-205,184,106,98,LAL,13,93.45794393,u,15,95.23809524,LAL,8,184,SAC,-13,-100,o,-15,-100,SAC,-8,-100
03/15/2016-17:08:42,2016-15-03,542,5Dimes.eu,SAC,LAL,-5,5,-105,-105,219,-105,-105,-200,185,106,98,LAL,13,95.23809524,u,15,95.23809524,LAL,8,185,SAC,-13,-100,o,-15,-100,SAC,-8,-100
03/15/2016-17:08:42,2016-15-03,542,BOVADA.lv,SAC,LAL,-5.5,5,-115,-105,220,N/A,N/A,-210,175,106,98,LAL,13,86.95652174,N/A,N/A,N/A,LAL,8,175,SAC,-13,-100,N/A,N/A,N/A,SAC,-8,-100
03/15/2016-17:08:42,2016-15-03,542,BETONLINE.ag,SAC,LAL,-5,5,-110,-110,219,-110,-110,-205,175,106,98,LAL,13,90.90909091,u,15,90.90909091,LAL,8,175,SAC,-13,-100,o,-15,-100,SAC,-8,-100
03/15/2016-17:08:42,2016-15-03,542,SportsBetting.ag,SAC,LAL,-5,5,-110,-110,219,-110,-110,-205,175,106,98,LAL,13,90.90909091,u,15,90.90909091,LAL,8,175,SAC,-13,-100,o,-15,-100,SAC,-8,-100
03/15/2016-17:08:42,2016-15-03,538,Westgate,TOR,MIL,-2,2,-110,-110,206.5,-110,-110,-134,114,107,89,MIL,20,90.90909091,u,10.5,90.90909091,MIL,18,114,TOR,-20,-100,o,-10.5,-100,TOR,-18,-100
03/15/2016-17:08:42,2016-15-03,538,PinnacleSports.com,TOR,MIL,-2,2,-102,-108,206,-105,-105,-129,117,107,89,MIL,20,98.03921569,u,10,95.23809524,MIL,18,117,TOR,-20,-100,o,-10,-100,TOR,-18,-100
03/15/2016-17:08:42,2016-15-03,538,5Dimes.eu,TOR,MIL,-2,2,-106,-104,206,-105,-105,-125,115,107,89,MIL,20,94.33962264,u,10,95.23809524,MIL,18,115,TOR,-20,-100,o,-10,-100,TOR,-18,-100
03/15/2016-17:08:42,2016-15-03,538,BOVADA.lv,TOR,MIL,-2.5,2,-105,-115,206,N/A,N/A,N/A,N/A,107,89,MIL,20,95.23809524,N/A,N/A,N/A,N/A,N/A,N/A,TOR,-20,-100,N/A,N/A,N/A,N/A,N/A,N/A
03/15/2016-17:08:42,2016-15-03,538,BETONLINE.ag,TOR,MIL,-2,2,-107,-113,206.5,-110,-110,-135,115,107,89,MIL,20,93.45794393,u,10.5,90.90909091,MIL,18,115,TOR,-20,-100,o,-10.5,-100,TOR,-18,-100
03/15/2016-17:08:42,2016-15-03,538,SportsBetting.ag,TOR,MIL,-2,2,-107,-113,206.5,-110,-110,-135,115,107,89,MIL,20,93.45794393,u,10.5,90.90909091,MIL,18,115,TOR,-20,-100,o,-10.5,-100,TOR,-18,-100
03/15/2016-17:08:42,2016-15-03,536,Westgate,PHI,BKN,8,-8,-105,-115,212.5,-110,-110,285,-350,131,114,BKN,9,95.23809524,o,32.5,90.90909091,BKN,17,28.57142857,PHI,-9,-100,u,-32.5,-100,PHI,-17,-100
03/15/2016-17:08:42,2016-15-03,536,PinnacleSports.com,PHI,BKN,7.5,-7,-105,-105,212.5,-104,-106,280,-319,131,114,BKN,10,95.23809524,o,32.5,96.15384615,BKN,17,31.34796238,PHI,-10,-100,u,-32.5,-100,PHI,-17,-100
03/15/2016-17:08:42,2016-15-03,536,5Dimes.eu,PHI,BKN,7.5,-7,-107,-103,212.5,-105,-105,295,-325,131,114,BKN,10,93.45794393,o,32.5,95.23809524,BKN,17,30.76923077,PHI,-10,-100,u,-32.5,-100,PHI,-17,-100
03/15/2016-17:08:42,2016-15-03,536,BOVADA.lv,PHI,BKN,7.5,-7,-105,-115,212,N/A,N/A,275,-350,131,114,BKN,10,95.23809524,N/A,N/A,N/A,BKN,17,28.57142857,PHI,-10,-100,N/A,N/A,N/A,PHI,-17,-100
03/15/2016-17:08:42,2016-15-03,536,BETONLINE.ag,PHI,BKN,7.5,-7,-110,-110,212.5,-110,-110,285,-340,131,114,BKN,10,90.90909091,o,32.5,90.90909091,BKN,17,29.41176471,PHI,-10,-100,u,-32.5,-100,PHI,-17,-100
03/15/2016-17:08:42,2016-15-03,536,SportsBetting.ag,PHI,BKN,7.5,-7,-110,-110,212.5,-110,-110,285,-340,131,114,BKN,10,90.90909091,o,32.5,90.90909091,BKN,17,29.41176471,PHI,-10,-100,u,-32.5,-100,PHI,-17,-100
03/15/2016-17:08:42,2016-15-03,540,Westgate,LAC,SA,9,-9,-110,-110,200,-110,-110,385,-485,108,87,SA,12,90.90909091,u,5,90.90909091,SA,21,20.6185567,LAC,-12,-100,o,-5,-100,LAC,-21,-100
03/15/2016-17:08:42,2016-15-03,540,PinnacleSports.com,LAC,SA,9,-9,-105,-105,200,-105,-105,377,-440,108,87,SA,12,95.23809524,u,5,95.23809524,SA,21,22.72727273,LAC,-12,-100,o,-5,-100,LAC,-21,-100
03/15/2016-17:08:42,2016-15-03,540,5Dimes.eu,LAC,SA,9,-9,-105,-105,200.5,-105,-105,400,-450,108,87,SA,12,95.23809524,u,5.5,95.23809524,SA,21,22.22222222,LAC,-12,-100,o,-5.5,-100,LAC,-21,-100
03/15/2016-17:08:42,2016-15-03,540,BOVADA.lv,LAC,SA,9,-9,-110,-110,201,N/A,N/A,350,-500,108,87,SA,12,90.90909091,N/A,N/A,N/A,SA,21,20,LAC,-12,-100,N/A,N/A,N/A,LAC,-21,-100
03/15/2016-17:08:42,2016-15-03,540,BETONLINE.ag,LAC,SA,9,-9,-110,-110,200,-110,-110,385,-460,108,87,SA,12,90.90909091,u,5,90.90909091,SA,21,21.73913043,LAC,-12,-100,o,-5,-100,LAC,-21,-100
03/15/2016-17:08:42,2016-15-03,540,SportsBetting.ag,LAC,SA,9,-9,-110,-110,200,-110,-110,385,-460,108,87,SA,12,90.90909091,u,5,90.90909091,SA,21,21.73913043,LAC,-12,-100,o,-5,-100,LAC,-21,-100
03/15/2016-17:08:42,2016-15-03,532,Westgate,BOS,IND,2.5,-2,-105,-115,209.5,-110,-110,120,-140,103,98,IND,3,95.23809524,u,8.5,90.90909091,IND,5,71.42857143,BOS,-3,-100,o,-8.5,-100,BOS,-5,-100
03/15/2016-17:08:42,2016-15-03,532,PinnacleSports.com,BOS,IND,2.5,-2,-109,-101,209.5,-105,-105,127,-140,103,98,IND,3,91.74311927,u,8.5,95.23809524,IND,5,71.42857143,BOS,-3,-100,o,-8.5,-100,BOS,-5,-100
03/15/2016-17:08:42,2016-15-03,532,5Dimes.eu,BOS,IND,2.5,-2,-105,-105,209.5,-105,-105,125,-135,103,98,IND,3,95.23809524,u,8.5,95.23809524,IND,5,74.07407407,BOS,-3,-100,o,-8.5,-100,BOS,-5,-100
03/15/2016-17:08:42,2016-15-03,532,BOVADA.lv,BOS,IND,2.5,-2,-110,-110,209,N/A,N/A,N/A,N/A,103,98,IND,3,90.90909091,N/A,N/A,N/A,N/A,N/A,N/A,BOS,-3,-100,N/A,N/A,N/A,N/A,N/A,N/A
03/15/2016-17:08:42,2016-15-03,532,BETONLINE.ag,BOS,IND,2.5,-2,-107,-113,209.5,-110,-110,125,-145,103,98,IND,3,93.45794393,u,8.5,90.90909091,IND,5,68.96551724,BOS,-3,-100,o,-8.5,-100,BOS,-5,-100
03/15/2016-17:08:42,2016-15-03,532,SportsBetting.ag,BOS,IND,2.5,-2,-107,-113,209.5,-110,-110,125,-145,103,98,IND,3,93.45794393,u,8.5,90.90909091,IND,5,68.96551724,BOS,-3,-100,o,-8.5,-100,BOS,-5,-100
03/16/2016-16:59:16,2016-16-03,602,Westgate,ORL,CHA,9.5,-9,-110,-110,212,-110,-110,425,-550,107,99,ORL,1,90.90909091,u,6,90.90909091,CHA,8,18.18181818,CHA,-1,-100,o,-6,-100,ORL,-8,-100
03/16/2016-16:59:16,2016-16-03,602,PinnacleSports.com,ORL,CHA,9.5,-9,-113,102,212,-101,-109,442,-525,107,99,ORL,1,88.49557522,u,6,99.00990099,CHA,8,19.04761905,CHA,-1,-100,o,-6,-100,ORL,-8,-100
03/16/2016-16:59:16,2016-16-03,602,5Dimes.eu,ORL,CHA,9.5,-9,-105,-105,212,-108,-102,450,-525,107,99,ORL,1,95.23809524,u,6,92.59259259,CHA,8,19.04761905,CHA,-1,-100,o,-6,-100,ORL,-8,-100
03/16/2016-16:59:16,2016-16-03,602,BOVADA.lv,ORL,CHA,10,-10,-110,-110,212,N/A,N/A,400,-600,107,99,ORL,2,90.90909091,N/A,N/A,N/A,CHA,8,16.66666667,CHA,-2,-100,N/A,N/A,N/A,ORL,-8,-100
03/16/2016-16:59:16,2016-16-03,602,BETONLINE.ag,ORL,CHA,9.5,-9,-115,-105,212,-110,-110,430,-525,107,99,ORL,1,86.95652174,u,6,90.90909091,CHA,8,19.04761905,CHA,-1,-100,o,-6,-100,ORL,-8,-100
03/16/2016-16:59:16,2016-16-03,602,SportsBetting.ag,ORL,CHA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,107,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,618,Westgate,NY,GS,15,-15,-110,-110,221.5,-110,-110,1200,-3000,121,85,GS,21,90.90909091,u,15.5,90.90909091,GS,36,3.333333333,NY,-21,-100,o,-15.5,-100,NY,-36,-100
03/16/2016-16:59:16,2016-16-03,618,PinnacleSports.com,NY,GS,15,-15,-106,-104,222,102,-113,1432,-2345,121,85,GS,21,94.33962264,u,16,102,GS,36,4.264392324,NY,-21,-100,o,-16,-100,NY,-36,-100
03/16/2016-16:59:16,2016-16-03,618,5Dimes.eu,NY,GS,14.5,-14,-105,-105,221.5,-103,-107,1450,-1900,121,85,GS,22,95.23809524,u,15.5,97.08737864,GS,36,5.263157895,NY,-22,-100,o,-15.5,-100,NY,-36,-100
03/16/2016-16:59:16,2016-16-03,618,BOVADA.lv,NY,GS,15,-15,-115,-105,222,N/A,N/A,N/A,N/A,121,85,GS,21,86.95652174,N/A,N/A,N/A,N/A,N/A,N/A,NY,-21,-100,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,618,BETONLINE.ag,NY,GS,15,-15,-105,-115,221.5,-110,-110,1375,-2200,121,85,GS,21,95.23809524,u,15.5,90.90909091,GS,36,4.545454545,NY,-21,-100,o,-15.5,-100,NY,-36,-100
03/16/2016-16:59:16,2016-16-03,618,SportsBetting.ag,NY,GS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121,85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,610,Westgate,ATL,DET,N/A,N/A,N/A,N/A,199.5,-110,-110,-110,-110,118,114,N/A,N/A,N/A,o,32.5,90.90909091,DET,4,90.90909091,N/A,N/A,N/A,u,-32.5,-100,ATL,-4,-100
03/16/2016-16:59:16,2016-16-03,610,PinnacleSports.com,ATL,DET,1,-1,-104,-106,199.5,-105,-105,-108,-102,118,114,DET,3,96.15384615,o,32.5,95.23809524,DET,4,98.03921569,ATL,-3,-100,u,-32.5,-100,ATL,-4,-100
03/16/2016-16:59:16,2016-16-03,610,5Dimes.eu,ATL,DET,1,-1,-105,-105,199.5,-105,-105,103,-113,118,114,DET,3,95.23809524,o,32.5,95.23809524,DET,4,88.49557522,ATL,-3,-100,u,-32.5,-100,ATL,-4,-100
03/16/2016-16:59:16,2016-16-03,610,BOVADA.lv,ATL,DET,-1,1,-110,-110,199,N/A,N/A,N/A,N/A,118,114,DET,5,90.90909091,N/A,N/A,N/A,N/A,N/A,N/A,ATL,-5,-100,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,610,BETONLINE.ag,ATL,DET,N/A,N/A,N/A,N/A,199.5,-110,-110,N/A,N/A,118,114,N/A,N/A,N/A,o,32.5,90.90909091,N/A,N/A,N/A,N/A,N/A,N/A,u,-32.5,-100,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,610,SportsBetting.ag,ATL,DET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118,114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,612,Westgate,MIN,MEM,-3.5,3,-110,-110,206.5,-110,-110,-165,145,114,108,MEM,9,90.90909091,o,15.5,90.90909091,MEM,6,145,MIN,-9,-100,u,-15.5,-100,MIN,-6,-100
03/16/2016-16:59:16,2016-16-03,612,PinnacleSports.com,MIN,MEM,-3.5,3,-107,-103,206,-106,-104,-157,142,114,108,MEM,9,93.45794393,o,16,94.33962264,MEM,6,142,MIN,-9,-100,u,-16,-100,MIN,-6,-100
03/16/2016-16:59:16,2016-16-03,612,5Dimes.eu,MIN,MEM,-3.5,3,-101,-109,206,-105,-105,-155,145,114,108,MEM,9,99.00990099,o,16,95.23809524,MEM,6,145,MIN,-9,-100,u,-16,-100,MIN,-6,-100
03/16/2016-16:59:16,2016-16-03,612,BOVADA.lv,MIN,MEM,-3.5,3,-110,-110,206,N/A,N/A,-170,150,114,108,MEM,9,90.90909091,N/A,N/A,N/A,MEM,6,150,MIN,-9,-100,N/A,N/A,N/A,MIN,-6,-100
03/16/2016-16:59:16,2016-16-03,612,BETONLINE.ag,MIN,MEM,-3.5,3,-110,-110,206.5,-110,-110,-165,145,114,108,MEM,9,90.90909091,o,15.5,90.90909091,MEM,6,145,MIN,-9,-100,u,-15.5,-100,MIN,-6,-100
03/16/2016-16:59:16,2016-16-03,612,SportsBetting.ag,MIN,MEM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114,108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,608,Westgate,OKC,BOS,-5,5,-110,-110,220,-110,-110,-210,180,130,109,BOS,26,90.90909091,o,19,90.90909091,BOS,21,180,OKC,-26,-100,u,-19,-100,OKC,-21,-100
03/16/2016-16:59:16,2016-16-03,608,PinnacleSports.com,OKC,BOS,-5,5,-110,100,220,-105,-105,-190,171,130,109,BOS,26,90.90909091,o,19,95.23809524,BOS,21,171,OKC,-26,-100,u,-19,-100,OKC,-21,-100
03/16/2016-16:59:16,2016-16-03,608,5Dimes.eu,OKC,BOS,-5,5,-105,-105,220,-105,-105,-200,185,130,109,BOS,26,95.23809524,o,19,95.23809524,BOS,21,185,OKC,-26,-100,u,-19,-100,OKC,-21,-100
03/16/2016-16:59:16,2016-16-03,608,BOVADA.lv,OKC,BOS,-5,5,-105,-115,220,N/A,N/A,-200,170,130,109,BOS,26,95.23809524,N/A,N/A,N/A,BOS,21,170,OKC,-26,-100,N/A,N/A,N/A,OKC,-21,-100
03/16/2016-16:59:16,2016-16-03,608,BETONLINE.ag,OKC,BOS,-5,5,-110,-110,220,-110,-110,-210,180,130,109,BOS,26,90.90909091,o,19,90.90909091,BOS,21,180,OKC,-26,-100,u,-19,-100,OKC,-21,-100
03/16/2016-16:59:16,2016-16-03,608,SportsBetting.ag,OKC,BOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,130,109,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,616,Westgate,NO,SAC,4,-4,-110,-110,224,-110,-110,160,-180,123,108,SAC,11,90.90909091,o,7,90.90909091,SAC,15,55.55555556,NO,-11,-100,u,-7,-100,NO,-15,-100
03/16/2016-16:59:16,2016-16-03,616,PinnacleSports.com,NO,SAC,4,-4,-108,-102,224,-105,-105,159,-177,123,108,SAC,11,92.59259259,o,7,95.23809524,SAC,15,56.49717514,NO,-11,-100,u,-7,-100,NO,-15,-100
03/16/2016-16:59:16,2016-16-03,616,5Dimes.eu,NO,SAC,4,-4,-107,-103,224,-105,-105,155,-165,123,108,SAC,11,93.45794393,o,7,95.23809524,SAC,15,60.60606061,NO,-11,-100,u,-7,-100,NO,-15,-100
03/16/2016-16:59:16,2016-16-03,616,BOVADA.lv,NO,SAC,4,-4,-110,-110,224,N/A,N/A,160,-180,123,108,SAC,11,90.90909091,N/A,N/A,N/A,SAC,15,55.55555556,NO,-11,-100,N/A,N/A,N/A,NO,-15,-100
03/16/2016-16:59:16,2016-16-03,616,BETONLINE.ag,NO,SAC,4,-4,-115,-105,224.5,-110,-110,160,-180,123,108,SAC,11,86.95652174,o,6.5,90.90909091,SAC,15,55.55555556,NO,-11,-100,u,-6.5,-100,NO,-15,-100
03/16/2016-16:59:16,2016-16-03,616,SportsBetting.ag,NO,SAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,123,108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,606,Westgate,CHI,WSH,5,-5,-110,-110,212.5,-110,-110,180,-210,117,96,WSH,16,90.90909091,o,0.5,90.90909091,WSH,21,47.61904762,CHI,-16,-100,u,-0.5,-100,CHI,-21,-100
03/16/2016-16:59:16,2016-16-03,606,PinnacleSports.com,CHI,WSH,5,-5,-108,-102,212.5,-103,-107,186,-208,117,96,WSH,16,92.59259259,o,0.5,97.08737864,WSH,21,48.07692308,CHI,-16,-100,u,-0.5,-100,CHI,-21,-100
03/16/2016-16:59:16,2016-16-03,606,5Dimes.eu,CHI,WSH,5,-5,-107,-103,212.5,-108,-102,190,-210,117,96,WSH,16,93.45794393,o,0.5,92.59259259,WSH,21,47.61904762,CHI,-16,-100,u,-0.5,-100,CHI,-21,-100
03/16/2016-16:59:16,2016-16-03,606,BOVADA.lv,CHI,WSH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,606,BETONLINE.ag,CHI,WSH,5,-5,-110,-110,212.5,-110,-110,175,-205,117,96,WSH,16,90.90909091,o,0.5,90.90909091,WSH,21,48.7804878,CHI,-16,-100,u,-0.5,-100,CHI,-21,-100
03/16/2016-16:59:16,2016-16-03,606,SportsBetting.ag,CHI,WSH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
03/16/2016-16:59:16,2016-16-03,614,Westgate,LAC,HOU,3.5,-3,-110,-110,215.5,-110,-110,150,-170,122,106,HOU,13,90.90909091,o,12.5,90.90909091,HOU,16,58.82352941,LAC,-13,-100,u,-12.5,-100,LAC,-16,-100
